Leitura,Data
4.995,2018-12-01 00:13:18
4.995,2018-12-01 00:13:19
4.995,2018-12-01 00:13:20
4.995,2018-12-01 00:13:21
4.995,2018-12-01 00:13:22
4.995,2018-12-01 00:13:23
4.995,2018-12-01 00:13:25
4.995,2018-12-01 00:13:26
4.995,2018-12-01 00:13:27
4.995,2018-12-01 00:13:28
4.995,2018-12-01 00:13:29
4.995,2018-12-01 00:13:30
4.995,2018-12-01 00:13:32
4.995,2018-12-01 00:13:33
4.995,2018-12-01 00:13:34
4.995,2018-12-01 00:13:35
4.995,2018-12-01 00:13:36
4.995,2018-12-01 00:13:37
4.995,2018-12-01 00:13:39
4.995,2018-12-01 00:13:40
4.995,2018-12-01 00:13:41
4.995,2018-12-01 00:13:42
4.995,2018-12-01 00:13:43
4.995,2018-12-01 00:13:44
4.99,2018-12-01 00:13:46
4.995,2018-12-01 00:13:47
4.995,2018-12-01 00:13:48
4.99,2018-12-01 00:13:49
4.995,2018-12-01 00:13:50
4.995,2018-12-01 00:13:51
4.995,2018-12-01 00:13:53
4.995,2018-12-01 00:13:54
4.995,2018-12-01 00:13:55
4.995,2018-12-01 00:13:56
4.995,2018-12-01 00:13:57
4.995,2018-12-01 00:13:58
4.995,2018-12-01 00:14:00
4.995,2018-12-01 00:14:01
4.995,2018-12-01 00:14:02
4.995,2018-12-01 00:14:03
4.995,2018-12-01 00:14:04
4.995,2018-12-01 00:14:05
4.995,2018-12-01 00:14:06
4.995,2018-12-01 00:14:08
4.995,2018-12-01 00:14:09
4.995,2018-12-01 00:14:10
4.995,2018-12-01 00:14:11
4.995,2018-12-01 00:14:12
4.995,2018-12-01 00:14:13
4.995,2018-12-01 00:14:14
4.995,2018-12-01 00:14:16
4.995,2018-12-01 00:14:17
4.995,2018-12-01 00:14:18
4.995,2018-12-01 00:14:19
4.995,2018-12-01 00:14:20
4.995,2018-12-01 00:14:21
4.995,2018-12-01 00:14:23
4.995,2018-12-01 00:14:24
4.995,2018-12-01 00:14:25
4.995,2018-12-01 00:14:26
4.995,2018-12-01 00:14:27
4.995,2018-12-01 00:14:28
4.995,2018-12-01 00:14:30
4.995,2018-12-01 00:14:31
4.995,2018-12-01 00:14:32
4.995,2018-12-01 00:14:33
4.995,2018-12-01 00:14:34
4.995,2018-12-01 00:14:35
4.995,2018-12-01 00:14:37
4.995,2018-12-01 00:14:38
4.995,2018-12-01 00:14:39
4.995,2018-12-01 00:14:40
4.995,2018-12-01 00:14:41
4.995,2018-12-01 00:14:42
4.995,2018-12-01 00:14:44
4.995,2018-12-01 00:14:45
4.995,2018-12-01 00:14:46
4.985,2018-12-01 00:14:47
4.995,2018-12-01 00:14:48
4.995,2018-12-01 00:14:49
4.995,2018-12-01 00:14:51
4.995,2018-12-01 00:14:52
4.995,2018-12-01 00:14:53
4.995,2018-12-01 00:14:54
4.995,2018-12-01 00:14:55
4.995,2018-12-01 00:14:56
4.995,2018-12-01 00:14:57
4.995,2018-12-01 00:14:58
4.99,2018-12-01 00:15:00
4.995,2018-12-01 00:15:01
4.995,2018-12-01 00:15:02
4.995,2018-12-01 00:15:03
4.995,2018-12-01 00:15:04
4.995,2018-12-01 00:15:05
4.995,2018-12-01 00:15:07
4.995,2018-12-01 00:15:08
4.995,2018-12-01 00:15:09
4.995,2018-12-01 00:15:10
4.995,2018-12-01 00:15:11
4.995,2018-12-01 00:15:12
4.995,2018-12-01 00:15:14
4.995,2018-12-01 00:15:15
4.995,2018-12-01 00:15:16
4.995,2018-12-01 00:15:17
4.995,2018-12-01 00:15:18
4.995,2018-12-01 00:15:19
4.995,2018-12-01 00:15:21
4.995,2018-12-01 00:15:22
4.995,2018-12-01 00:15:23
4.995,2018-12-01 00:15:24
4.995,2018-12-01 00:15:25
4.995,2018-12-01 00:15:26
4.995,2018-12-01 00:15:28
4.995,2018-12-01 00:15:29
4.995,2018-12-01 00:15:30
4.995,2018-12-01 00:15:31
4.995,2018-12-01 00:15:32
4.995,2018-12-01 00:15:33
4.995,2018-12-01 00:15:35
4.995,2018-12-01 00:15:36
4.995,2018-12-01 00:15:37
4.995,2018-12-01 00:15:38
4.995,2018-12-01 00:15:39
4.995,2018-12-01 00:15:40
4.995,2018-12-01 00:15:41
4.995,2018-12-01 00:15:43
4.995,2018-12-01 00:15:44
4.995,2018-12-01 00:15:45
4.995,2018-12-01 00:15:46
4.995,2018-12-01 00:15:47
4.995,2018-12-01 00:15:48
4.995,2018-12-01 00:15:49
4.995,2018-12-01 00:15:51
